sample_barcode,patient_barcode,missing_count,missing_rate
TCGA-VQ-A91N-01,TCGA-VQ-A91N,8,0.03524229074889868
TCGA-RD-A8MV-01,TCGA-RD-A8MV,8,0.03524229074889868
TCGA-VQ-A8PD-01,TCGA-VQ-A8PD,8,0.03524229074889868
TCGA-D7-A6EV-01,TCGA-D7-A6EV,8,0.03524229074889868
TCGA-VQ-A91X-01,TCGA-VQ-A91X,8,0.03524229074889868
TCGA-VQ-A91D-01,TCGA-VQ-A91D,8,0.03524229074889868
TCGA-RD-A8NB-01,TCGA-RD-A8NB,8,0.03524229074889868
TCGA-KB-A93H-01,TCGA-KB-A93H,8,0.03524229074889868
TCGA-VQ-AA64-01,TCGA-VQ-AA64,8,0.03524229074889868
TCGA-VQ-A8DT-01,TCGA-VQ-A8DT,8,0.03524229074889868
TCGA-RD-A8MW-01,TCGA-RD-A8MW,8,0.03524229074889868
TCGA-MX-A5UG-01,TCGA-MX-A5UG,8,0.03524229074889868
TCGA-VQ-A94R-01,TCGA-VQ-A94R,8,0.03524229074889868
TCGA-VQ-A8PU-01,TCGA-VQ-A8PU,8,0.03524229074889868
TCGA-VQ-A8PM-01,TCGA-VQ-A8PM,8,0.03524229074889868
TCGA-VQ-A91S-01,TCGA-VQ-A91S,8,0.03524229074889868
TCGA-VQ-A8PP-01,TCGA-VQ-A8PP,8,0.03524229074889868
TCGA-SW-A7EA-01,TCGA-SW-A7EA,8,0.03524229074889868
TCGA-VQ-A8PQ-01,TCGA-VQ-A8PQ,8,0.03524229074889868
TCGA-VQ-A94O-01,TCGA-VQ-A94O,8,0.03524229074889868
TCGA-IN-A6RS-01,TCGA-IN-A6RS,8,0.03524229074889868
TCGA-VQ-A8PT-01,TCGA-VQ-A8PT,8,0.03524229074889868
TCGA-VQ-A94P-01,TCGA-VQ-A94P,8,0.03524229074889868
TCGA-F1-A72C-01,TCGA-F1-A72C,8,0.03524229074889868
TCGA-VQ-A8PF-01,TCGA-VQ-A8PF,8,0.03524229074889868
TCGA-VQ-A8E3-01,TCGA-VQ-A8E3,8,0.03524229074889868
TCGA-IN-A6RR-01,TCGA-IN-A6RR,8,0.03524229074889868
TCGA-B7-A5TI-01,TCGA-B7-A5TI,8,0.03524229074889868
TCGA-D7-A6F0-01,TCGA-D7-A6F0,8,0.03524229074889868
TCGA-VQ-A91K-01,TCGA-VQ-A91K,8,0.03524229074889868
TCGA-VQ-AA6K-01,TCGA-VQ-AA6K,8,0.03524229074889868
TCGA-D7-A6EX-01,TCGA-D7-A6EX,8,0.03524229074889868
TCGA-B7-A5TJ-01,TCGA-B7-A5TJ,8,0.03524229074889868
TCGA-RD-A8N1-01,TCGA-RD-A8N1,8,0.03524229074889868
TCGA-VQ-A8DL-01,TCGA-VQ-A8DL,8,0.03524229074889868
TCGA-B7-A5TK-01,TCGA-B7-A5TK,8,0.03524229074889868
TCGA-VQ-A91Z-01,TCGA-VQ-A91Z,8,0.03524229074889868
TCGA-HF-A5NB-01,TCGA-HF-A5NB,8,0.03524229074889868
TCGA-IN-AB1X-01,TCGA-IN-AB1X,8,0.03524229074889868
TCGA-VQ-A8PK-01,TCGA-VQ-A8PK,8,0.03524229074889868
TCGA-ZA-A8F6-01,TCGA-ZA-A8F6,8,0.03524229074889868
TCGA-VQ-A8E7-01,TCGA-VQ-A8E7,8,0.03524229074889868
TCGA-VQ-A91U-01,TCGA-VQ-A91U,8,0.03524229074889868
TCGA-RD-A7BW-01,TCGA-RD-A7BW,8,0.03524229074889868
TCGA-IN-A7NU-01,TCGA-IN-A7NU,8,0.03524229074889868
TCGA-VQ-A94U-01,TCGA-VQ-A94U,8,0.03524229074889868
TCGA-VQ-AA6A-01,TCGA-VQ-AA6A,8,0.03524229074889868
TCGA-KB-A6F5-01,TCGA-KB-A6F5,8,0.03524229074889868
TCGA-IN-A6RO-01,TCGA-IN-A6RO,8,0.03524229074889868
TCGA-VQ-A923-01,TCGA-VQ-A923,8,0.03524229074889868
TCGA-VQ-A8PC-01,TCGA-VQ-A8PC,8,0.03524229074889868
TCGA-D7-A6EY-01,TCGA-D7-A6EY,8,0.03524229074889868
TCGA-VQ-AA6I-01,TCGA-VQ-AA6I,8,0.03524229074889868
TCGA-RD-A7BS-01,TCGA-RD-A7BS,8,0.03524229074889868
TCGA-VQ-AA6F-01,TCGA-VQ-AA6F,8,0.03524229074889868
TCGA-VQ-A8E2-01,TCGA-VQ-A8E2,8,0.03524229074889868
TCGA-RD-A7C1-01,TCGA-RD-A7C1,8,0.03524229074889868
TCGA-SW-A7EB-01,TCGA-SW-A7EB,8,0.03524229074889868
TCGA-VQ-A91V-01,TCGA-VQ-A91V,8,0.03524229074889868
TCGA-IN-A6RL-01,TCGA-IN-A6RL,8,0.03524229074889868
TCGA-VQ-A8E0-01,TCGA-VQ-A8E0,8,0.03524229074889868
TCGA-VQ-A8PH-01,TCGA-VQ-A8PH,8,0.03524229074889868
TCGA-VQ-A91W-01,TCGA-VQ-A91W,8,0.03524229074889868
TCGA-IN-A7NT-01,TCGA-IN-A7NT,8,0.03524229074889868
TCGA-IN-A6RN-01,TCGA-IN-A6RN,8,0.03524229074889868
TCGA-3M-AB47-01,TCGA-3M-AB47,8,0.03524229074889868
TCGA-VQ-A8PE-01,TCGA-VQ-A8PE,8,0.03524229074889868
TCGA-VQ-A925-01,TCGA-VQ-A925,8,0.03524229074889868
TCGA-VQ-A8PS-01,TCGA-VQ-A8PS,8,0.03524229074889868
TCGA-VQ-A928-01,TCGA-VQ-A928,8,0.03524229074889868
TCGA-VQ-A8DU-01,TCGA-VQ-A8DU,8,0.03524229074889868
TCGA-B7-A5TN-01,TCGA-B7-A5TN,8,0.03524229074889868
TCGA-VQ-A8P3-01,TCGA-VQ-A8P3,8,0.03524229074889868
TCGA-VQ-A8P2-01,TCGA-VQ-A8P2,8,0.03524229074889868
TCGA-VQ-AA6B-01,TCGA-VQ-AA6B,8,0.03524229074889868
TCGA-D7-A748-01,TCGA-D7-A748,8,0.03524229074889868
TCGA-IN-AB1V-01,TCGA-IN-AB1V,8,0.03524229074889868
TCGA-VQ-A8PJ-01,TCGA-VQ-A8PJ,8,0.03524229074889868
TCGA-RD-A7BT-01,TCGA-RD-A7BT,8,0.03524229074889868
TCGA-IN-A7NR-01,TCGA-IN-A7NR,8,0.03524229074889868
TCGA-VQ-A92D-01,TCGA-VQ-A92D,8,0.03524229074889868
TCGA-D7-A6EZ-01,TCGA-D7-A6EZ,8,0.03524229074889868
TCGA-VQ-A8PX-01,TCGA-VQ-A8PX,8,0.03524229074889868
TCGA-VQ-AA6D-01,TCGA-VQ-AA6D,8,0.03524229074889868
TCGA-RD-A8N0-01,TCGA-RD-A8N0,8,0.03524229074889868
TCGA-VQ-A91Y-01,TCGA-VQ-A91Y,8,0.03524229074889868
TCGA-VQ-AA69-01,TCGA-VQ-AA69,8,0.03524229074889868
TCGA-VQ-A8P5-01,TCGA-VQ-A8P5,8,0.03524229074889868
TCGA-VQ-AA6G-01,TCGA-VQ-AA6G,8,0.03524229074889868
TCGA-VQ-A8PO-01,TCGA-VQ-A8PO,8,0.03524229074889868
TCGA-VQ-A8PZ-01,TCGA-VQ-A8PZ,8,0.03524229074889868
TCGA-IN-A6RI-01,TCGA-IN-A6RI,8,0.03524229074889868
TCGA-KB-A93G-01,TCGA-KB-A93G,8,0.03524229074889868
TCGA-BR-8381-01,TCGA-BR-8381,9,0.039647577092511016
TCGA-CD-5798-01,TCGA-CD-5798,9,0.039647577092511016
TCGA-CG-4306-01,TCGA-CG-4306,9,0.039647577092511016
TCGA-CG-5721-01,TCGA-CG-5721,9,0.039647577092511016
TCGA-BR-8380-01,TCGA-BR-8380,9,0.039647577092511016
TCGA-CG-5726-01,TCGA-CG-5726,9,0.039647577092511016
TCGA-HU-A4GX-01,TCGA-HU-A4GX,9,0.039647577092511016
TCGA-B7-5816-01,TCGA-B7-5816,9,0.039647577092511016
TCGA-CG-5724-01,TCGA-CG-5724,9,0.039647577092511016
TCGA-CG-4304-01,TCGA-CG-4304,9,0.039647577092511016
TCGA-CG-5719-01,TCGA-CG-5719,9,0.039647577092511016
TCGA-D7-A4YT-01,TCGA-D7-A4YT,9,0.039647577092511016
TCGA-CD-8528-01,TCGA-CD-8528,9,0.039647577092511016
TCGA-CD-5804-01,TCGA-CD-5804,9,0.039647577092511016
TCGA-BR-8591-01,TCGA-BR-8591,9,0.039647577092511016
TCGA-BR-8484-01,TCGA-BR-8484,9,0.039647577092511016
TCGA-D7-8572-01,TCGA-D7-8572,9,0.039647577092511016
TCGA-BR-4187-01,TCGA-BR-4187,9,0.039647577092511016
TCGA-BR-7704-01,TCGA-BR-7704,9,0.039647577092511016
TCGA-FP-7916-01,TCGA-FP-7916,9,0.039647577092511016
TCGA-BR-7723-01,TCGA-BR-7723,9,0.039647577092511016
TCGA-BR-A4J9-01,TCGA-BR-A4J9,9,0.039647577092511016
TCGA-BR-A4CR-01,TCGA-BR-A4CR,9,0.039647577092511016
TCGA-CD-5800-01,TCGA-CD-5800,9,0.039647577092511016
TCGA-CG-5723-01,TCGA-CG-5723,9,0.039647577092511016
TCGA-CG-4476-01,TCGA-CG-4476,9,0.039647577092511016
